1153485;http://kinozal.tv/details.php?id=1153485;Молодые Мазохисты!;2010;Япония;13;1;9;85; BDRip 1080p; 34.33 ГБ; Русский (AAC, 2 ch, 192 Кбит/с), японский (FLAC, 2 ch, ~ 700 Кбит/с); MPEG-4 AVC, ~ 14.3 Мбит/с, 1920x1080, 23.976 кадр/с;7.4;7.26;Цуеси Нагасава;Комедия, школа
1153491;http://kinozal.tv/details.php?id=1153491;Золотая мозаика;2012;Япония;5;1;1;35; WEBRip; 1.71 ГБ; Японский (MP3, 2 ch, 192 Кбит/с); MPEG-4 AVC, ~ 768 Кбит/с, 848x480;0;__;Мотоки Танака;Комедия, школа
1153362;http://kinozal.tv/details.php?id=1153362;Вторжение Гигантов (Атака Титанов);2013;Япония;175;1;2;1; HDTVRip (720p); 418 МБ; AAC, 2 ch, 192 Кбит/с; MPEG-4 AVC, 2310 Кбит/с, 1280x720;0;0;Тэцуро Араки;Приключения, фэнтези, драма
1153355;http://kinozal.tv/details.php?id=1153355;Вторжение Гигантов (Атака Титанов);2013;Япония;33;1;8;1; HDRip (AVC); 227 МБ; Японский (AAC, 2 ch, 160 Кбит/с); MPEG-4 AVC, 1362 Кбит/с, 848x480;0;0;Тэцуро Араки;Приключения, фэнтези, драма
1065363;http://kinozal.tv/details.php?id=1065363;Космические братья;2012;Япония;89;81;2;81; HDTVRip (720p); 26.42 ГБ; Русский (AAC, 2 ch, 192 Кбит/с), японский (AAC, 2 ch, ~ 220 Кбит/с); MPEG-4 AVC, ~ 1600 Кбит/с, 1280x720;7.5;6.563;Аюму Ватанабэ;Комедия, драма, фантастика
1153342;http://kinozal.tv/details.php?id=1153342;Другая (Иная);2012;Япония;19;1;0;193; BDRip (720p); 9.35 ГБ; Русский (AAC, 2 ch, 192 Кбит/с), (MP3, 2 ch, 192 Кбит/с), (AC3, 2 ch, 192 Кбит/с), японский (Vorbis, 2 ch, ~ 256 Кбит/с); MPEG-4 AVC, ~ 3000 Кбит/с, 1280x720;0;0;Цутому Мидзусима;Ужасы, мистика, школа
1095159;http://kinozal.tv/details.php?id=1095159;Скажи: «Я люблю тебя»;2012;Япония;278;13;2;120; BDRip (720p); 10.08 ГБ; Русский (AC3, 2 ch, ~ 192 Кбит/с), японский (Vorbis, 2 ch, ~ 256 Кбит/с); MPEG-4 AVC, ~ 3000 Кбит/с, 1280x720;0;0;Такуя Сато;Романтика, школа, сёдзё
1129691;http://kinozal.tv/details.php?id=1129691;Гиперпространственная крепость Макросс;1982;Япония;73;11;14;11; BDRip (720p); 15.03 ГБ; Русский (FLAC, 2 ch, 192 Кбит/с), японский (FLAC, 2 ch, ~ 700 Кбит/с); MPEG-4 AVC, ~ 7000 Кбит/с, 960x720;7.7;8.172;Нобору Исигуро;Фантастика, романтика, меха
1131165;http://kinozal.tv/details.php?id=1131165;Сопротивление крови;2013;Япония;201;1;5;10; HDTVRip (720p); 3.8 ГБ; Русский, японский (AAC, 2 ch, 189 Кбит/с); MPEG-4 AVC, ~ 1500 Кбит/с, 1280x720;0;0;Хидэе Ямамото;Приключения, фэнтези
1134650;http://kinozal.tv/details.php?id=1134650;Коппелион;2013;Япония;77;1;4;9; HDTVRip (720p); 4.93 ГБ; Русский (AAC, 2 ch, 192 Кбит/с), японский (AAC, 2 ch, 192 Кбит/с); MPEG-4 AVC, ~ 3000 Кбит/с, 1280x720;0;0;Синго Судзуки;Приключения, фантастика
1147198;http://kinozal.tv/details.php?id=1147198;Удар крови;2013;Япония;50;10;1;10; HDTVRip (720p); 3.64 ГБ; MP3, 2 ch, ~ 256 Кбит/с; MPEG-4 AVC, ~ 1700 Кбит/с, 1280x720;0;0;Хидэе Ямамото;Приключения, фэнтези
1132377;http://kinozal.tv/details.php?id=1132377;Несокрушимая механическая кукла;2013;Япония;141;9;4;9; HDTVRip (720p); 3.79 ГБ; Русский (AAC, 2 ch, 192 Кбит/с), японский (AAC, 2 ch, 191 Кбит/с); MPEG-4 AVC, ~ 2000 Кбит/с, 1280x720;0;0;Киндзи Есимото;Приключения, фэнтези, романтика
1152724;http://kinozal.tv/details.php?id=1152724;Серебряный Лис;2013;Япония;20;8;1;17; WEBRip (1080p); 4.36 ГБ; AAC, 2 ch, 256 Кбит/с; MPEG4 AVC, 3072 Кбит/с, 1920x1080;__;__;Мисава Син;Повседневность, фэнтези
